;game;color;move;turn;timestamp
1272;18;white;Bxc8;49;0:04:32
1273;18;black;Rxc8;50;0:04:56
1274;18;white;Nf7+;51;0:03:59
1275;18;black;Kg8;52;0:04:48
1276;18;white;Nd6;53;0:03:57
1277;18;black;Qc2;54;0:04:20
1278;18;white;Nxc8;55;0:03:38
1279;18;black;Qxc8;56;0:04:06
1280;18;white;Re1;57;0:03:26
1281;18;black;Nc3;58;0:03:52
1282;18;white;Qc1;59;0:03:24
1283;18;black;d4;60;0:03:44
1284;18;white;e6;61;0:03:22
1285;18;black;Kf8;62;0:03:39
1286;18;white;e7+;63;0:03:21
1287;18;black;Ke8;64;0:03:39
1288;18;white;h3;65;0:03:15
1289;18;black;Qa8;66;0:03:36
1290;18;white;Qd2;67;0:02:52
1291;18;black;Qa4;68;0:03:23
1292;18;white;Qb2;69;0:02:15
1293;18;black;Qa7;70;0:03:12
1294;18;white;Qb4;71;0:02:02
1295;18;black;Nd5;72;0:02:59
1296;18;white;Qb5+;73;0:01:49
1297;18;black;Qd7;74;0:02:46
1298;18;white;Qxd7+;75;0:01:45
1299;18;black;Kxd7;76;0:02:46
1300;18;white;e8=Q+;77;0:01:43
1301;18;black;Kc7;78;0:02:43
1302;18;white;Qe7+;79;0:01:42
1303;18;black;Nxe7;80;0:02:42
1304;18;white;Rxe7+;81;0:01:41
1305;18;black;Kd6;82;0:02:41
1306;18;white;Rxg7;83;0:01:39
1307;18;black;Kd5;84;0:02:41
1308;18;white;Rxh7;85;0:01:39
1309;18;black;d3;86;0:02:40
1310;18;white;Rd7+;87;0:01:38
1311;18;black;Kc4;88;0:02:39
1312;18;white;Rxd3;89;0:01:35
1313;18;black;Kxd3;90;0:02:38
1314;18;white;a4;91;0:01:34
1315;18;black;Kc4;92;0:02:38
1316;18;white;a5;93;0:01:33
1317;18;black;Kb5;94;0:02:37
1318;18;white;h4;95;0:01:31
1319;18;black;Kxa5;96;0:02:36
1320;18;white;h5;97;0:01:31
1321;18;black;Kb6;98;0:02:36
1322;18;white;h6;99;0:01:30
1323;18;black;Kc7;100;0:02:36
1324;18;white;h7;101;0:01:30
1325;18;black;Kd8;102;0:02:36
1326;18;white;h8=Q+;103;0:01:29
1327;18;black;Ke7;104;0:02:35
1328;18;white;Qh7+;105;0:01:27
1329;18;black;Kf6;106;0:02:35
1330;18;white;Qh6+;107;0:01:20
1331;18;black;Ke5;108;0:02:34
1332;18;white;g3;109;0:01:18
1333;18;black;f4;110;0:02:33
1334;18;white;gxf4+;111;0:01:15
1335;18;black;Ke4;112;0:02:33
1336;18;white;Qh4;113;0:01:11
1337;18;black;Kf3;114;0:02:33
1338;18;white;f5;115;0:01:10
1339;18;black;Ke2;116;0:02:30
1340;18;white;f6;117;0:01:10
1341;18;black;Kd2;118;0:02:30
1342;18;white;f7;119;0:01:09
1343;18;black;Kc2;120;0:02:30
1344;18;white;f8=Q;121;0:01:09
1345;18;black;Kb2;122;0:02:29
1346;18;white;Qhd8;123;0:01:06
1347;18;black;Kc2;124;0:02:29
1348;18;white;Qfe7;125;0:01:06
1349;18;black;Kb2;126;0:02:29
1350;18;white;Qec7;127;0:01:04
1351;19;white;e4;1;0:10:00
1352;19;black;Nf6;2;0:09:57
1353;19;white;Nf3;3;0:09:59
1354;19;black;Nxe4;4;0:09:56
1355;19;white;Bc4;5;0:09:58
1356;19;black;e6;6;0:09:50
1357;19;white;Nc3;7;0:09:57
1358;19;black;Nxc3;8;0:09:46
1359;19;white;bxc3;9;0:09:53
1360;19;black;d5;10;0:09:44
1361;19;white;Bb3;11;0:09:47
1362;19;black;g6;12;0:09:41
1363;19;white;d4;13;0:09:46
1364;19;black;Bg7;14;0:09:39
1365;19;white;Ne5;15;0:09:45
1366;19;black;O-O;16;0:09:33
1367;19;white;O-O;17;0:09:43
1368;19;black;Nc6;18;0:09:24
1369;19;white;Nxc6;19;0:09:23
1370;19;black;bxc6;20;0:09:21
1371;19;white;Ba3;21;0:09:22
1372;19;black;Re8;22;0:09:11
1373;19;white;Re1;23;0:09:21
1374;19;black;Qg5;24;0:08:48
1375;19;white;Re5;25;0:09:16
1376;19;black;Bxe5;26;0:08:36
1377;19;white;dxe5;27;0:09:16
1378;19;black;Qxe5;28;0:08:32
1379;19;white;Qe1;29;0:09:10
1380;19;black;Qxc3;30;0:08:26
1381;19;white;Qxc3;31;0:09:08
1382;19;black;e5;32;0:08:16
1383;19;white;Qf3;33;0:08:53
1384;19;black;e4;34;0:08:12
1385;19;white;Qf6;35;0:08:49
1386;19;black;Re6;36;0:07:36
1387;19;white;Qd8+;37;0:08:04
1388;19;black;Kg7;38;0:07:28
1389;19;white;Bb2+;39;0:07:59
1390;19;black;f6;40;0:07:18
1391;19;white;Qxc7+;41;0:07:52
1392;19;black;Kh6;42;0:06:46
1393;19;white;Bc1+;43;0:07:36
1394;19;black;g5;44;0:06:44
1395;19;white;h4;45;0:07:27
1396;19;black;Re5;46;0:06:35
1397;19;white;hxg5+;47;0:07:14
1398;19;black;fxg5;48;0:06:28
1399;19;white;Qxe5;49;0:07:07
1400;19;black;Ba6;50;0:06:17
1401;19;white;Qxg5#;51;0:07:04
1402;20;white;e4;1;0:10:00
1403;20;black;e5;2;0:09:59
1404;20;white;Nf3;3;0:09:59
1405;20;black;Nc6;4;0:09:57
1406;20;white;Bc4;5;0:09:58
1407;20;black;f6;6;0:09:52
1408;20;white;d3;7;0:09:32
1409;20;black;Bb4+;8;0:09:30
1410;20;white;c3;9;0:09:30
1411;20;black;Bc5;10;0:09:29
1412;20;white;O-O;11;0:09:28
1413;20;black;Nge7;12;0:09:22
1414;20;white;b4;13;0:09:03
1415;20;black;Bb6;14;0:09:01
1416;20;white;Ba3;15;0:08:58
1417;20;black;a5;16;0:08:56
1418;20;white;b5;17;0:08:42
1419;20;black;Na7;18;0:08:50
1420;20;white;Nbd2;19;0:08:10
1421;20;black;c6;20;0:08:47
1422;20;white;Qa4;21;0:07:58
1423;20;black;d5;22;0:08:22
1424;20;white;bxc6;23;0:07:50
1425;20;black;bxc6;24;0:08:17
1426;20;white;exd5;25;0:07:33
1427;20;black;Nxd5;26;0:08:14
1428;20;white;Bxd5;27;0:07:21
1429;20;black;Qxd5;28;0:08:11
1430;20;white;c4;29;0:07:14
1431;20;black;Qxd3;30;0:08:01
1432;20;white;Rad1;31;0:06:48
1433;20;black;e4;32;0:06:43
1434;20;white;Rfe1;33;0:06:34
1435;20;black;Bxf2+;34;0:05:50
1436;20;white;Kxf2;35;0:06:31
1437;20;black;e3+;36;0:05:49
1438;20;white;Rxe3+;37;0:06:28
1439;20;black;Qxe3+;38;0:05:18
1440;20;white;Kxe3;39;0:06:24
1441;20;black;Kd7;40;0:05:12
1442;20;white;Ne4+;41;0:06:10
1443;20;black;Kc7;42;0:05:07
1444;20;white;Bd6+;43;0:06:05
1445;20;black;Kd7;44;0:05:01
1446;20;white;Bc5+;45;0:06:03
1447;20;black;Kc7;46;0:04:58
1448;20;white;Qxa5+;47;0:05:50
1449;20;black;Kb8;48;0:04:45
1450;20;white;Qb6+;49;0:05:49
1451;20;black;Bb7;50;0:04:44
1452;20;white;Bd6+;51;0:05:42
1453;20;black;Kc8;52;0:04:39
1454;20;white;Qc7#;53;0:05:41
1455;21;white;d4;1;0:09:58
1456;21;black;c6;2;0:09:55
1457;21;white;e3;3;0:09:57
1458;21;black;Nf6;4;0:09:53
1459;21;white;Nf3;5;0:09:55
1460;21;black;d5;6;0:09:46
1461;21;white;Bd3;7;0:09:54
1462;21;black;Bg4;8;0:09:41
1463;21;white;O-O;9;0:09:50
1464;21;black;e6;10;0:09:24
1465;21;white;h3;11;0:09:49
1466;21;black;Bf5;12;0:09:23
1467;21;white;Nc3;13;0:09:47
1468;21;black;Nbd7;14;0:09:19
1469;21;white;Bd2;15;0:09:45
1470;21;black;c5;16;0:09:02
1471;21;white;Bb5;17;0:09:40
1472;21;black;Bd6;18;0:08:09
1473;21;white;Ne5;19;0:09:20
1474;21;black;Bxe5;20;0:08:03
1475;21;white;dxe5;21;0:09:17
1476;21;black;Nh5;22;0:07:38
1477;21;white;Qxh5;23;0:09:06
1478;21;black;O-O;24;0:07:37
1479;21;white;Rfe1;25;0:08:37
1480;21;black;Nb6;26;0:07:24
1481;21;white;Bd3;27;0:08:23
1482;21;black;Be4;28;0:07:15
1483;21;white;Nxe4;29;0:07:56
1484;21;black;dxe4;30;0:07:12
1485;21;white;Bxe4;31;0:07:53
1486;21;black;f5;32;0:07:07
1487;21;white;Bxb7;33;0:07:47
1488;21;black;Qxd2;34;0:07:02
1489;21;white;Bxa8;35;0:07:41
1490;21;black;Rxa8;36;0:07:01
1491;21;white;Red1;37;0:07:01
1492;21;black;Qxc2;38;0:06:53
1493;21;white;Rd6;39;0:06:48
1494;21;black;Qxb2;40;0:06:07
1495;21;white;Rxe6;41;0:06:41
1496;21;black;Qxa1+;42;0:05:46
1497;21;white;Kh2;43;0:06:38
1498;21;black;Rf8;44;0:05:35
1499;21;white;Re8;45;0:06:21
1500;21;black;Nc8;46;0:02:55
1501;21;white;e6;47;0:06:12
1502;21;black;Nd6;48;0:02:51
1503;21;white;Rxf8+;49;0:05:13
1504;21;black;Kxf8;50;0:02:43
1505;21;white;Qxh7;51;0:05:02
1506;21;black;Qe5+;52;0:02:35
1507;21;white;f4;53;0:04:51
1508;21;black;Qxe6;54;0:02:24
1509;21;white;Qh8+;55;0:04:43
1510;21;black;Qg8;56;0:02:02
1511;21;white;Qxg8+;57;0:04:36
1512;21;black;Kxg8;58;0:02:02
1513;21;white;g4;59;0:04:34
1514;21;black;c4;60;0:02:00
1515;21;white;Kg2;61;0:04:29
1516;21;black;c3;62;0:01:53
1517;21;white;Kf1;63;0:04:27
1518;21;black;c2;64;0:01:52
1519;21;white;Ke2;65;0:04:25
1520;21;black;c1=Q;66;0:01:51
1521;21;white;Kf3;67;0:04:23
1522;21;black;Qc6+;68;0:01:46
1523;21;white;Kg3;69;0:04:22
1524;21;black;g6;70;0:01:38
1525;21;white;a3;71;0:04:17
1526;21;black;Kg7;72;0:01:28
1527;21;white;a4;73;0:04:14
1528;21;black;Ne4+;74;0:01:25
1529;21;white;Kf3;75;0:04:12
1530;21;black;Qxa4;76;0:01:23
1531;21;white;h4;77;0:04:08
1532;21;black;Qd1+;78;0:01:20
1533;21;white;Kg2;79;0:04:06
1534;21;black;Qxg4+;80;0:01:18
1535;21;white;Kh2;81;0:04:02
1536;21;black;Nf2;82;0:01:13
1537;21;white;h5;83;0:03:58
1538;21;black;gxh5;84;0:01:11
1539;21;white;e4;85;0:03:55
1540;21;black;Nd1;86;0:00:52
1541;21;white;e5;87;0:03:50
1542;21;black;Kf7;88;0:00:50
1543;21;white;e6+;89;0:03:48
1544;21;black;Kxe6;90;0:00:50
1545;21;white;Kh1;91;0:03:46
1546;21;black;Ne3;92;0:00:45
1547;21;white;Kh2;93;0:03:44
1548;21;black;Qg2#;94;0:00:44
1549;22;white;d4;1;0:09:58
1550;22;black;c6;2;0:09:58
1551;22;white;c4;3;0:09:52
1552;22;black;Nf6;4;0:09:55
1553;22;white;Bg5;5;0:09:47
1554;22;black;Ne4;6;0:09:45
1555;22;white;Nf3;7;0:09:39
1556;22;black;Nxg5;8;0:09:39
1557;22;white;Nxg5;9;0:09:37
1558;22;black;e5;10;0:09:37
1559;22;white;e3;11;0:09:31
1560;22;black;Qxg5;12;0:09:34
1561;22;white;d5;13;0:09:21
1562;22;black;Bb4+;14;0:08:31
1563;22;white;Nc3;15;0:09:01
1564;22;black;cxd5;16;0:08:27
1565;22;white;Qxd5;17;0:08:57
1566;22;black;O-O;18;0:08:16
1567;22;white;Bd3;19;0:08:39
1568;22;black;d6;20;0:07:00
1569;22;white;h4;21;0:08:31
1570;22;black;Qh5;22;0:06:48
1571;22;white;Be2;23;0:08:13
1572;22;black;Qf5;24;0:06:20
1573;22;white;g4;25;0:07:58
1574;22;black;Qxf2+;26;0:05:46
1575;22;white;Kxf2;27;0:07:48
1576;22;black;Na6;28;0:05:26
1577;22;white;Nb5;29;0:07:30
1578;22;black;Be6;30;0:05:16
1579;22;white;Qxb7;31;0:07:19
1580;22;black;Nc5;32;0:04:59
1581;22;white;Qc7;33;0:07:06
1582;22;black;Ne4+;34;0:04:52
1583;22;white;Kg2;35;0:06:55
1584;22;black;Rfc8;36;0:04:43
1585;22;white;Qe7;37;0:06:37
1586;22;black;Re8;38;0:03:45
1587;22;white;Qc7;39;0:06:20
1588;22;black;Red8;40;0:03:11
1589;22;white;Rad1;41;0:05:55
1590;22;black;Rd7;42;0:03:03
1591;22;white;c5;43;0:05:33
1592;22;black;Rxc7;44;0:02:57
1593;22;white;Nxc7;45;0:05:30
1594;22;black;Rd8;46;0:02:39
1595;22;white;Nxe6;47;0:05:15
1596;22;black;fxe6;48;0:02:34
1597;22;white;Bc4;49;0:05:06
1598;22;black;Kf7;50;0:02:15
1599;22;white;Rhf1+;51;0:05:00
1600;22;black;Ke7;52;0:02:07
1601;22;white;g5;53;0:04:48
1602;22;black;Bxc5;54;0:01:49
1603;22;white;a3;55;0:04:30
1604;22;black;d5;56;0:01:36
1605;22;white;Bb5;57;0:04:13
1606;22;black;Rd6;58;0:01:25
1607;22;white;Rc1;59;0:03:51
1608;22;black;Bb6;60;0:01:12
1609;22;white;Rc8;61;0:03:42
1610;22;black;g6;62;0:00:51
1611;22;white;Rff8;63;0:03:03
1612;22;black;d4;64;0:00:29
1613;22;white;Rce8#;65;0:02:59
1614;23;white;d4;1;0:09:59
1615;23;black;c6;2;0:09:54
1616;23;white;Bf4;3;0:09:44
1617;23;black;d5;4;0:09:48
1618;23;white;c4;5;0:09:40
1619;23;black;Nf6;6;0:09:39
1620;23;white;e3;7;0:09:17
1621;23;black;dxc4;8;0:09:33
1622;23;white;Bxc4;9;0:09:12
1623;23;black;e6;10;0:09:28
1624;23;white;Nf3;11;0:09:06
1625;23;black;Nbd7;12;0:09:26
1626;23;white;O-O;13;0:09:04
1627;23;black;b5;14;0:09:24
1628;23;white;Nc3;15;0:08:35
1629;23;black;bxc4;16;0:09:17
1630;23;white;Rc1;17;0:08:33
1631;23;black;Bb7;18;0:08:31
1632;23;white;Qa4;19;0:07:53
1633;23;black;c5;20;0:08:12
1634;23;white;Ne5;21;0:07:27
1635;23;black;cxd4;22;0:07:51
1636;23;white;exd4;23;0:07:14
1637;23;black;Bd6;24;0:07:43
1638;23;white;Rfe1;25;0:06:41
1639;23;black;O-O;26;0:07:26
1640;23;white;d5;27;0:05:39
1641;23;black;Bb8;28;0:06:24
1642;23;white;dxe6;29;0:05:16
1643;23;black;Nc5;30;0:06:01
1644;23;white;Qc2;31;0:04:49
1645;23;black;Nxe6;32;0:05:30
1646;23;white;Rcd1;33;0:04:33
1647;23;black;Qa5;34;0:05:00
1648;23;white;Nd7;35;0:03:39
1649;23;black;Nxd7;36;0:04:51
1650;23;white;Rxd7;37;0:03:28
1651;23;black;Nc5;38;0:03:33
1652;23;white;Rxf7;39;0:02:10
1653;23;black;Bxf4;40;0:02:57
1654;23;white;Rxg7+;41;0:00:52
1655;23;black;Kxg7;42;0:02:47
1656;23;white;Re7+;43;0:00:46
1657;23;black;Rf7;44;0:02:41
1658;23;white;Rxf7+;45;0:00:33
1659;23;black;Kxf7;46;0:02:36
1660;23;white;Qxh7+;47;0:00:31
1661;23;black;Ke6;48;0:02:28
1662;23;white;Qxb7;49;0:00:30
1663;23;black;Nxb7;50;0:02:26
1664;24;white;e4;1;0:10:00
1665;24;black;e5;2;0:09:55
1666;24;white;Nf3;3;0:09:58
1667;24;black;Nc6;4;0:09:50
1668;24;white;c3;5;0:09:55
1669;24;black;Nf6;6;0:09:47
1670;24;white;d3;7;0:09:51
1671;24;black;Bc5;8;0:09:46
1672;24;white;Bg5;9;0:09:33
1673;24;black;O-O;10;0:09:32
1674;24;white;Nbd2;11;0:09:19
1675;24;black;d6;12;0:09:30
1676;24;white;Nb3;13;0:09:16
1677;24;black;Bg4;14;0:09:25
1678;24;white;Nxc5;15;0:09:03
1679;24;black;dxc5;16;0:09:22
1680;24;white;Be2;17;0:08:46
1681;24;black;Qd6;18;0:09:11
1682;24;white;Qb3;19;0:08:23
1683;24;black;Na5;20;0:08:57
1684;24;white;Qc2;21;0:08:01
1685;24;black;Nd7;22;0:08:44
1686;24;white;Rd1;23;0:07:50
1687;24;black;f6;24;0:08:36
1688;24;white;Be3;25;0:07:38
1689;24;black;Be6;26;0:08:29
1690;24;white;b4;27;0:07:31
1691;24;black;cxb4;28;0:08:18
1692;24;white;cxb4;29;0:07:23
1693;24;black;Qxb4+;30;0:08:15
1694;24;white;Bd2;31;0:07:20
1695;24;black;Qa3;32;0:07:53
1696;24;white;O-O;33;0:06:47
1697;24;black;Bxa2;34;0:07:41
1698;24;white;Bxa5;35;0:06:33
1699;24;black;Bb3;36;0:07:27
1700;24;white;Qc3;37;0:06:06
1701;24;black;Nc5;38;0:07:16
1702;24;white;Bb4;39;0:05:56
1703;24;black;Qa2;40;0:06:51
1704;24;white;Bxc5;41;0:05:36
1705;24;black;Bxd1;42;0:06:42
1706;24;white;Bxd1;43;0:05:20
1707;24;black;Rfd8;44;0:06:22
1708;24;white;Bb3+;45;0:05:17
1709;25;white;e4;1;0:03:02
1710;25;black;c6;2;0:03:01
1711;25;white;Nf3;3;0:03:03
1712;25;black;d5;4;0:03:02
1713;25;white;d4;5;0:03:04
1714;25;black;Bg4;6;0:03:01
1715;25;white;Be2;7;0:03:03
1716;25;black;dxe4;8;0:03:01
1717;25;white;Ne5;9;0:03:02
1718;25;black;Bxe2;10;0:02:58
1719;25;white;Qxe2;11;0:03:02
1720;25;black;Qxd4;12;0:02:59
1721;25;white;f4;13;0:02:54
1722;25;black;Nf6;14;0:02:53
1723;25;white;c3;15;0:02:49
1724;25;black;Qb6;16;0:02:40
1725;25;white;Nd2;17;0:02:46
1726;25;black;Nbd7;18;0:02:24
1727;25;white;Qc4;19;0:02:45
1728;25;black;Qe3+;20;0:02:11
1729;25;white;Kd1;21;0:02:37
1730;25;black;Nxe5;22;0:01:54
1731;25;white;fxe5;23;0:02:31
1732;25;black;Ng4;24;0:01:25
1733;25;white;e6;25;0:02:23
1734;25;black;fxe6;26;0:01:19
1735;25;white;Qxe6;27;0:02:23
1736;25;black;Nf2+;28;0:01:18
1737;25;white;Kc2;29;0:02:21
1738;25;black;Qd3+;30;0:01:18
1739;25;white;Kb3;31;0:02:20
1740;25;black;Nxh1;32;0:01:14
1741;25;white;Nxe4;33;0:02:20
1742;25;black;Qb5+;34;0:01:04
1743;25;white;Kc2;35;0:02:20
1744;25;black;Rd8;36;0:00:42
1745;25;white;Bg5;37;0:02:11
1746;25;black;Qe2+;38;0:00:25
1747;25;white;Kb3;39;0:02:10
1748;25;black;Qb5+;40;0:00:23
1749;25;white;Kc2;41;0:02:10
1750;25;black;Rd2+;42;0:00:23
1751;25;white;Nxd2;43;0:02:10
1752;25;black;Qxg5;44;0:00:24
1753;25;white;Qc8+;45;0:02:10
1754;25;black;Kf7;46;0:00:24
1755;25;white;Rxh1;47;0:02:10
1756;25;black;Qf5+;48;0:00:19
1757;25;white;Kb3;49;0:02:09
1758;25;black;g6;50;0:00:19
1759;25;white;Rf1;51;0:02:08
1760;25;black;Bg7;52;0:00:20
1761;25;white;Qxb7;53;0:01:58
1762;25;black;Rb8;54;0:00:15
1763;25;white;Qxb8;55;0:01:57
1764;25;black;Qxf1;56;0:00:16
1765;25;white;Nxf1;57;0:01:57
1766;25;black;h6;58;0:00:14
1767;25;white;Qxa7;59;0:01:59
1768;26;white;e4;1;0:03:00
1769;26;black;e5;2;0:02:58
1770;26;white;Nf3;3;0:02:59
1771;26;black;Nc6;4;0:02:57
1772;26;white;c3;5;0:02:58
1773;26;black;d6;6;0:02:53
1774;26;white;Qa4;7;0:02:54
1775;26;black;Bg4;8;0:02:47
1776;26;white;Bb5;9;0:02:51
1777;26;black;Qd7;10;0:02:35
1778;26;white;d4;11;0:02:41
1779;26;black;Bxf3;12;0:02:31
1780;26;white;d5;13;0:02:39
1781;26;black;Bxg2;14;0:02:26
1782;26;white;dxc6;15;0:02:35
1783;26;black;Qc8;16;0:02:02
1784;26;white;cxb7+;17;0:02:33
1785;27;white;e4;1;0:03:00
1786;27;black;c6;2;0:03:00
1787;27;white;c4;3;0:02:58
1788;27;black;d5;4;0:02:59
1789;27;white;c5;5;0:02:57
1790;27;black;g6;6;0:02:50
1791;27;white;e5;7;0:02:54
1792;27;black;Bf5;8;0:02:48
1793;27;white;d4;9;0:02:52
1794;27;black;e6;10;0:02:41
1795;27;white;g4;11;0:02:49
1796;27;black;b6;12;0:02:40
1797;27;white;gxf5;13;0:02:48
1798;27;black;f6;14;0:02:28
1799;27;white;fxg6;15;0:02:47
1800;27;black;hxg6;16;0:02:28
1801;27;white;Nh3;17;0:02:44
1802;27;black;Nd7;18;0:02:24
1803;27;white;Qa4;19;0:02:38
1804;27;black;Ne7;20;0:02:18
1805;27;white;exf6;21;0:02:33
1806;27;black;Nxf6;22;0:02:15
1807;27;white;Bg5;23;0:01:49
1808;27;black;Ne4;24;0:01:56
1809;27;white;Bxe7;25;0:01:46
1810;27;black;Bxe7;26;0:01:49
1811;27;white;Qxc6+;27;0:01:44
1812;27;black;Kf7;28;0:01:43
1813;27;white;Bd3;29;0:01:36
1814;27;black;Rxh3;30;0:01:42
1815;27;white;Bxe4;31;0:01:34
1816;27;black;Rc8;32;0:01:30
1817;27;white;Bxg6+;33;0:01:27
1818;27;black;Kxg6;34;0:01:29
1819;27;white;Qa4;35;0:01:25
1820;27;black;Rc7;36;0:01:16
1821;27;white;Qc2+;37;0:01:23
1822;27;black;Kf7;38;0:01:15
1823;27;white;Rg1;39;0:01:17
1824;27;black;Qh8;40;0:01:09
1825;27;white;Qg6+;41;0:01:15
1826;27;black;Kf8;42;0:01:06
1827;27;white;Nc3;43;0:01:07
1828;27;black;Rxh2;44;0:00:47
1829;27;white;Nb5;45;0:01:02
1830;27;black;Rd7;46;0:00:43
1831;27;white;Qxe6;47;0:00:56
1832;27;black;Qxd4;48;0:00:36
1833;27;white;Qg8#;49;0:00:50
1834;28;white;e4;1;0:03:00
1835;28;black;e5;2;0:03:00
1836;28;white;Nf3;3;0:02:59
1837;28;black;d6;4;0:02:59
1838;28;white;c3;5;0:02:58
1839;28;black;Bg4;6;0:02:59
1840;28;white;Qa4+;7;0:02:51
1841;28;black;Nc6;8;0:02:56
1842;28;white;Bb5;9;0:02:50
1843;28;black;Qd7;10;0:02:53
1844;28;white;d4;11;0:02:47
1845;28;black;Bxf3;12;0:02:51
1846;28;white;d5;13;0:02:46
1847;28;black;Bxg2;14;0:02:47
1848;28;white;dxc6;15;0:02:45
1849;28;black;bxc6;16;0:02:46
1850;28;white;Bxc6;17;0:02:43
1851;28;black;Qxc6;18;0:02:43
1852;28;white;Qxc6+;19;0:02:42
1853;28;black;Ke7;20;0:02:42
1854;28;white;Qxa8;21;0:02:39
1855;28;black;Bxh1;22;0:02:41
1856;28;white;Bg5+;23;0:02:38
1857;28;black;f6;24;0:02:39
1858;28;white;Nd2;25;0:02:22
1859;28;black;h6;26;0:02:37
1860;28;white;Be3;27;0:02:18
1861;28;black;g5;28;0:02:35
1862;28;white;Ke2;29;0:02:03
1863;28;black;f5;30;0:02:33
1864;28;white;Rxh1;31;0:02:01
1865;28;black;fxe4;32;0:02:32
1866;28;white;Nxe4;33;0:01:59
1867;28;black;Nf6;34;0:02:31
1868;28;white;f3;35;0:01:58
1869;28;black;Nxe4;36;0:02:30
1870;28;white;fxe4;37;0:01:56
1871;28;black;Bg7;38;0:02:29
1872;28;white;Qd5;39;0:01:53
1873;28;black;Kd7;40;0:02:27
1874;28;white;c4;41;0:01:48
1875;28;black;c6;42;0:02:27
1876;28;white;Qf7+;43;0:01:45
